3	5	9.030000
3	6	9.270000
3	7	9.030000
3	8	9.270000
3	11	7.330000
3	12	7.570000
3	13	9.370000
3	14	6.170000
3	15	-6.360000
3	16	-6.890000
3	17	-7.860000
3	18	9.030000
3	19	9.030000
3	20	9.030000
3	21	7.280000
3	23	8.250000
3	26	7.480000
3	27	7.280000
3	28	7.280000
3	29	8.930000
3	31	6.170000
3	32	7.280000
3	35	8.980000
3	36	7.330000
3	38	6.170000
3	39	9.080000
3	40	7.330000
3	41	7.520000
3	42	9.270000
3	43	9.270000
3	45	9.270000
3	47	6.170000
3	48	7.330000
3	49	9.080000
3	50	7.280000
3	53	7.280000
3	54	7.330000
3	56	7.230000
3	60	9.270000
3	61	6.460000
3	62	7.280000
3	65	7.040000
3	66	7.280000
3	68	7.280000
3	69	8.250000
3	76	8.930000
3	80	9.080000
3	90	9.030000
3	94	9.080000
4	2	8.350000
4	5	1.800000
4	6	8.160000
4	7	-2.820000
4	8	6.210000
4	10	1.840000
4	11	7.330000
4	12	6.600000
4	13	6.310000
4	14	8.110000
4	15	-7.230000
4	16	-6.650000
4	17	1.170000
4	18	-6.600000
4	19	-3.640000
4	20	-2.090000
4	21	5.340000
4	26	2.910000
4	27	3.930000
4	28	6.750000
4	29	6.600000
4	31	6.650000
4	32	-6.120000
4	34	7.570000
4	35	6.210000
4	36	6.650000
4	38	-8.300000
4	39	7.180000
4	40	2.820000
4	42	1.550000
4	46	6.840000
4	47	6.840000
4	48	-3.980000
4	49	6.990000
4	50	3.450000
4	52	6.940000
4	53	1.550000
4	54	7.670000
4	56	6.550000
4	61	0.000000
4	62	-3.690000
4	65	7.820000
4	66	0.240000
4	68	7.280000
4	69	-2.330000
4	85	0.630000
4	88	-2.330000
4	94	0.530000
7	5	8.590000
7	6	-9.850000
7	7	7.720000
7	8	8.790000
7	11	4.270000
7	12	7.620000
7	13	-6.260000
7	14	2.960000
7	15	6.070000
7	16	-3.500000
7	17	-2.090000
7	18	6.170000
7	19	5.150000
7	20	4.420000
7	21	5.630000
7	22	2.430000
7	25	4.130000
7	26	7.090000
7	27	7.330000
7	28	7.180000
7	29	0.920000
7	31	5.150000
7	32	5.870000
7	35	7.960000
7	36	3.790000
7	38	1.550000
7	40	3.110000
7	41	6.260000
7	45	6.990000
7	46	3.200000
7	48	7.330000
7	49	4.710000
7	50	3.540000
7	52	2.280000
7	53	8.500000
7	54	9.220000
7	56	8.160000
7	61	-1.500000
7	62	5.780000
7	65	8.930000
7	66	8.500000
7	68	2.430000
7	69	7.480000
7	72	5.970000
7	73	6.360000
7	83	3.830000
7	96	2.330000
11	1	-2.910000
11	2	4.080000
11	5	-5.730000
11	7	2.480000
11	8	-5.290000
11	10	1.460000
11	13	2.820000
11	15	0.920000
11	16	-5.730000
11	17	-0.920000
11	18	5.580000
11	19	0.530000
11	20	1.410000
11	22	6.360000
11	27	8.200000
11	29	8.300000
11	31	7.520000
11	32	8.640000
11	35	8.640000
11	36	8.160000
11	38	4.850000
11	41	6.750000
11	46	3.790000
11	47	6.410000
11	48	2.480000
11	49	3.250000
11	50	8.400000
11	53	4.030000
11	56	7.330000
11	60	1.840000
11	62	5.440000
11	66	6.940000
11	68	3.590000
11	69	7.040000
11	78	2.280000
11	92	6.170000
13	5	5.870000
13	7	5.580000
13	8	0.530000
13	10	7.140000
13	11	7.040000
13	13	3.740000
13	14	7.040000
13	15	-4.850000
13	16	-4.850000
13	17	-5.340000
13	18	2.040000
13	19	5.580000
13	20	5.580000
13	21	8.010000
13	23	-0.870000
13	25	3.980000
13	27	7.670000
13	28	7.040000
13	29	7.520000
13	31	7.040000
13	32	6.840000
13	35	7.670000
13	36	8.110000
13	38	3.980000
13	39	3.980000
13	42	7.040000
13	43	5.970000
13	44	4.850000
13	45	7.380000
13	46	7.040000
13	47	3.300000
13	48	7.040000
13	49	8.400000
13	50	9.170000
13	53	7.820000
13	54	7.040000
13	56	7.040000
13	61	7.860000
13	62	7.770000
13	63	3.980000
13	64	0.530000
13	65	7.230000
13	66	8.690000
13	68	6.120000
13	69	8.450000
13	75	-0.050000
13	93	7.520000
19	1	4.220000
19	2	3.640000
19	5	2.520000
19	7	4.130000
19	8	-5.190000
19	10	7.910000
19	12	2.090000
19	13	0.780000
19	14	2.040000
19	15	1.650000
19	16	-3.640000
19	17	0.970000
19	18	2.520000
19	19	-0.490000
19	20	0.680000
19	21	1.650000
19	22	3.200000
19	26	1.020000
19	27	6.170000
19	28	1.940000
19	29	1.800000
19	31	3.200000
19	32	6.500000
19	35	5.780000
19	36	0.490000
19	38	2.230000
19	39	0.780000
19	40	2.570000
19	41	2.770000
19	46	2.040000
19	47	3.640000
19	48	3.200000
19	49	0.190000
19	50	0.240000
19	53	-7.820000
19	54	0.390000
19	56	-0.730000
19	59	1.840000
19	60	2.040000
19	61	3.250000
19	62	3.500000
19	65	-3.060000
19	66	1.750000
19	68	-2.040000
19	69	2.380000
19	73	2.520000
19	81	-1.550000
19	92	0.050000
19	97	1.650000
30	2	4.080000
30	5	5.870000
30	7	0.440000
30	8	2.280000
30	13	6.260000
30	15	3.160000
30	16	-8.400000
30	17	-6.550000
30	18	1.890000
30	19	0.190000
30	20	0.870000
30	21	4.080000
30	22	4.850000
30	24	1.890000
30	25	4.560000
30	26	6.310000
30	27	3.640000
30	28	1.260000
30	29	6.120000
30	30	-0.240000
30	31	3.010000
30	32	5.240000
30	34	0.390000
30	35	-1.700000
30	36	3.930000
30	38	0.730000
30	39	4.370000
30	40	5.050000
30	41	5.190000
30	42	4.470000
30	45	4.760000
30	48	4.030000
30	49	6.260000
30	50	8.060000
30	51	4.130000
30	52	4.370000
30	53	4.080000
30	54	3.880000
30	56	4.080000
30	59	2.960000
